1924 1.35  8
1925 1.96  8
1926 2.27  9
1927 2.48 10
1928 2.73 11
1929 3.09 11
1930 3.65 12
1931 4.62 16
1932 5.55 18
1933 6.26 19
1934 7.02 20
1935 7.62 21
1936 8.13 22
1937 8.59 23
